"","logFC","logCPM","LR","PValue","FDR","gene","logFDR","Significant"
"ENSMUSG00000104245",1.38201262753393,-1.1061485432339,1.75760673230598,0.184923310731135,0.999703132653124,"Gm38155",0.733008339874924,FALSE
"ENSMUSG00000059301",-1.79530013993767,-2.28966130231826,1.75728595208567,0.184963402201758,0.999703132653124,"Ube2frt",0.732914194808762,FALSE
"ENSMUSG00000022853",-0.72577121115676,0.272617268602855,1.75719528392386,0.184974735839011,0.999703132653124,"Ehhadh",0.732887584218427,FALSE
"ENSMUSG00000085523",-1.79888118233202,-2.33705682087591,1.75623878501961,0.185094348566092,0.999703132653124,"Gm15945",0.732606841236454,FALSE
"ENSMUSG00000013150",0.575815511919247,3.31191069443531,1.75518752923414,0.185225914493211,0.999703132653124,"Gfod2",0.732298252351331,FALSE
"ENSMUSG00000078695",0.442273964005849,3.39333130807213,1.75506034163893,0.185241839535983,0.999703132653124,"Cisd3",0.732260914914378,FALSE
"ENSMUSG00000021596",0.791819931085728,-0.0228677852150495,1.75503284367054,0.185245282740535,0.999703132653124,"Mctp1",0.732252842489471,FALSE
"ENSMUSG00000022400",0.226767270555689,7.35617821926191,1.75450868300307,0.185310930615697,0.999703132653124,"Rbx1",0.7320989629473,FALSE
"ENSMUSG00000044337",-0.808831297684232,1.82315436995492,1.75419570844152,0.185350141620868,0.999703132653124,"Ackr3",0.732007077802003,FALSE
"ENSMUSG00000106246",1.47265953335509,-1.85404989311011,1.75413382687567,0.185357895591093,0.999703132653124,"Gm18867",0.731988909830749,FALSE
"ENSMUSG00000040528",1.21203280886143,-1.808027175591,1.75400236857093,0.185374369012971,0.999703132653124,"Milr1",0.73195031423545,FALSE
"ENSMUSG00000037737",1.37909263318794,-1.47355906714359,1.75364518624295,0.185419137153893,0.999703132653124,"Actrt3",0.731845444239947,FALSE
"ENSMUSG00000042557",-0.361899439294833,4.76162815471925,1.75349086792665,0.185438482823851,0.999703132653124,"Sin3a",0.731800134572482,FALSE
"ENSMUSG00000111481",-0.989786502018213,-0.956709581025766,1.75317446264901,0.185478155388218,0.999703132653124,"Gm47652",0.731707231887198,FALSE
"ENSMUSG00000079965",1.3952508253105,-1.95983367983067,1.75246736720218,0.18556685038345,0.999703132653124,"Gm14853",0.731499603447865,FALSE
"ENSMUSG00000019933",1.67849679719811,-0.693447293344021,1.75234088880277,0.185582720480104,0.999703132653124,"Mrln",0.731462463189869,FALSE
"ENSMUSG00000003273",-0.342316417294797,4.37002446217728,1.75139817355447,0.185701058989695,0.999703132653124,"Car11",0.731185619620103,FALSE
"ENSMUSG00000053310",0.766756268913549,0.446893435112938,1.75138995942892,0.185702090489325,0.999703132653124,"Nrgn",0.731183207284085,FALSE
"ENSMUSG00000041649",0.895267294808985,0.0970800491840284,1.75128184219271,0.185715668073918,0.999703132653124,"Klf8",0.731151455059358,FALSE
"ENSMUSG00000108452",-1.06821249768435,0.736137722555075,1.75057863222,0.185804006773638,0.999703132653124,"4930413G21Rik",0.730944924890716,FALSE
"ENSMUSG00000037568",1.01724590490093,1.21958763705197,1.75048903073013,0.185815266204825,0.999703132653124,"Vash2",0.730918608124117,FALSE
"ENSMUSG00000114150",0.904437649615495,-1.0738552738904,1.75047776386266,0.185816682069067,0.999703132653124,"Gm46367",0.730915298925162,FALSE
"ENSMUSG00000085407",1.03625941901407,-0.114092911938966,1.75031137062544,0.185837593531599,0.999703132653124,"1700095J03Rik",0.730866426984801,FALSE
"ENSMUSG00000073987",0.282663690428496,5.16477634291375,1.75015905486948,0.185856738204053,0.999703132653124,"Ggh",0.730821689011139,FALSE
"ENSMUSG00000097884",-1.97595445831736,-1.82987411915257,1.75010272420285,0.185863819024758,0.999703132653124,"Gm26543",0.730805143456689,FALSE
"ENSMUSG00000087502",-1.97595445831736,-1.82987411915257,1.75010272420285,0.185863819024758,0.999703132653124,"ENSMUSG00000087502",0.730805143456689,FALSE
"ENSMUSG00000083064",-1.30351291679721,-1.69620590822201,1.74964102314783,0.185921867118325,0.999703132653124,"Gm7785",0.73066952787026,FALSE
"ENSMUSG00000038304",1.74860609323218,-1.98066867212136,1.7494496817084,0.185945929995508,0.999703132653124,"Cd160",0.730613323085253,FALSE
"ENSMUSG00000041895",-0.247509718435596,7.06154032987505,1.74934780548233,0.185958743307437,0.999703132653124,"Wipi1",0.730583397402318,FALSE
"ENSMUSG00000039814",1.50065814072022,-1.43453707534202,1.74902504669516,0.185999344527712,0.999703132653124,"Xkr5",0.730488586257886,FALSE
"ENSMUSG00000027556",1.94175559868051,-0.819642723864333,1.74877809049012,0.18603041716929,0.999703132653124,"Car1",0.730416040036073,FALSE
"ENSMUSG00000027589",0.281766231444953,5.70514365511455,1.74876867883734,0.186031601486061,0.999703132653124,"Pcmtd2",0.730413275216161,FALSE
"ENSMUSG00000108893",-1.39437787364945,-1.77542617067578,1.74841454269793,0.186076170628422,0.999703132653124,"Gm44927",0.730309240126687,FALSE
"ENSMUSG00000109587",-0.69836385299176,1.11055637119662,1.7480699082506,0.186119555865337,0.999703132653124,"Gm31105",0.730207992488777,FALSE
"ENSMUSG00000060621",1.22967583245865,-1.5964854773133,1.74793147798481,0.186136985841409,0.999703132653124,"Nkpd1",0.730167322995646,FALSE
"ENSMUSG00000024924",-0.342261435187499,6.78530585887858,1.74786605410766,0.186145224126392,0.999703132653124,"Vldlr",0.730148101869235,FALSE
"ENSMUSG00000086587",0.783790730512124,0.598038955581245,1.74704612728726,0.186248506631553,0.999703132653124,"Gm11837",0.729907200803972,FALSE
"ENSMUSG00000050035",1.08350000732998,0.248698206165992,1.74689201321665,0.186267927123911,0.999703132653124,"Fhl4",0.72986191843836,FALSE
"ENSMUSG00000028836",0.642392006418626,0.58875539051294,1.74637487880353,0.186333110370704,0.999703132653124,"Slc30a2",0.729709966501383,FALSE
"ENSMUSG00000084265",-1.76496309939101,-2.34223480027123,1.74628771720302,0.186344099440213,0.999703132653124,"Gm14541",0.729684354566311,FALSE
"ENSMUSG00002076911",-1.76496309939101,-2.34223480027123,1.74628771720302,0.186344099440213,0.999703132653124,"Gm54924",0.729684354566311,FALSE
"ENSMUSG00000040731",-0.246122483215326,8.64929695074095,1.74600800203816,0.186379370164772,0.999703132653124,"Eif4h",0.729602160219328,FALSE
"ENSMUSG00000086328",1.22906719079396,-0.677812360720649,1.74543357160852,0.186451827384321,0.999703132653124,"2700033N17Rik",0.729433355831566,FALSE
"ENSMUSG00000030541",0.382798016284587,5.77345461946263,1.74526393241487,0.186473231509873,0.999703132653124,"Idh2",0.72938350295413,FALSE
"ENSMUSG00000015652",1.85269416524549,0.699914798135749,1.74494446832051,0.186513547457884,0.999703132653124,"Steap1",0.729289617621945,FALSE
"ENSMUSG00000016308",0.285633147703359,5.19179797451954,1.74453127136114,0.18656570739712,0.999703132653124,"Ube2a",0.72916818082995,FALSE
"ENSMUSG00000041560",0.369915929265944,7.31008536936265,1.74355423466238,0.186689111136721,0.999703132653124,"Nop53",0.7288810120517,FALSE
"ENSMUSG00000074607",0.498555362949221,3.9958641340212,1.74312685573,0.186743120676104,0.999703132653124,"Tox2",0.72875538794596,FALSE
"ENSMUSG00000078444",1.07862760103539,0.415361685971112,1.74309452118029,0.18674720765809,0.999703132653124,"Gm10941",0.728745883262225,FALSE
"ENSMUSG00000056579",-0.472904272149811,7.73897801714098,1.7430509433102,0.186752715923735,0.999703132653124,"Tug1",0.728733073570852,FALSE
"ENSMUSG00000046675",-0.45024443743183,3.78691639396448,1.7425342320244,0.186818042900913,0.999703132653124,"Lyset",0.728581181885934,FALSE
"ENSMUSG00000019990",-0.607542240024755,1.52572801389306,1.74179255017192,0.186911858987079,0.999703132653124,"Pde7b",0.728363143087402,FALSE
"ENSMUSG00000107208",-2.17290378617466,-2.25753229944163,1.74134864688817,0.186968034964014,0.999703132653124,"D130004A15Rik",0.728232636379891,FALSE
"ENSMUSG00000118487",1.10121567676725,-1.64006500424973,1.7412635282258,0.186978808976743,0.999703132653124,"Gm50464",0.72820761092853,FALSE
"ENSMUSG00000030869",0.293794935454407,5.13409861601002,1.74075195210907,0.187043577642749,0.999703132653124,"Ndufab1",0.728057199212366,FALSE
"ENSMUSG00000013928",0.748367913066815,-0.442264796232578,1.74068401825893,0.187052180445764,0.999703132653124,"1700020L13Rik",0.728037224915419,FALSE
"ENSMUSG00000029673",-0.405200205297308,5.15830301967522,1.74004228446511,0.18713346910966,0.999703132653124,"Auts2",0.727848531314965,FALSE
"ENSMUSG00000114285",-1.88250917532307,-2.09735346903191,1.73926608276184,0.187231845774874,0.999703132653124,"Gm47773",0.727620281302824,FALSE
"ENSMUSG00000024593",-0.284446712864492,6.68947420682242,1.73683746906464,0.187540039709314,0.999703132653124,"Megf10",0.726905996371432,FALSE
"ENSMUSG00000018501",-0.294939706088734,6.54355102853487,1.73659658051514,0.187570640904017,0.999703132653124,"Ncor1",0.726835137658441,FALSE
"ENSMUSG00000002845",0.417973067831329,3.91703207631243,1.73523299778161,0.187743972715981,0.999703132653124,"Tmem39a",0.726433996577896,FALSE
"ENSMUSG00000106492",-1.72100701953312,-2.3508739690533,1.7335997744502,0.187951825220724,0.999703132653124,"Gm29707",0.725953452448494,FALSE
"ENSMUSG00000094935",-1.72100701953312,-2.3508739690533,1.7335997744502,0.187951825220724,0.999703132653124,"Gm9726",0.725953452448494,FALSE
"ENSMUSG00000104964",-1.63022468060659,-1.15215862252957,1.73322609316314,0.187999419479277,0.999703132653124,"4930597L12Rik",0.72584349178598,FALSE
"ENSMUSG00000035934",0.476486469176238,3.09290932038391,1.73297043960637,0.188031989107801,0.999703132653124,"Pknox2",0.725768259719413,FALSE
"ENSMUSG00000029822",0.814447730855798,2.08825409593406,1.73256527755403,0.18808361919744,0.999703132653124,"Osbpl3",0.725649026894843,FALSE
"ENSMUSG00000021993",0.579583493900793,4.56663867018524,1.732547505331,0.188085884302191,0.999703132653124,"Mipep",0.725643796686201,FALSE
"ENSMUSG00000087704",-1.4252954194629,-2.14103441568444,1.73252489484382,0.1880887660991,0.999703132653124,"Gm14978",0.725637142604145,FALSE
"ENSMUSG00000107726",-1.77158213921203,-1.64100558802243,1.73208478192807,0.188144870484214,0.999703132653124,"Gm44037",0.725507617635205,FALSE
"ENSMUSG00000081480",-1.70473724456962,-2.35481079817248,1.73179366576099,0.188181991875393,0.999703132653124,"Gm13608",0.725421938843632,FALSE
"ENSMUSG00000080746",-1.70473724456962,-2.35481079817248,1.73179366576099,0.188181991875393,0.999703132653124,"Rpsa-ps12",0.725421938843632,FALSE
"ENSMUSG00000108694",-1.70473724456962,-2.35481079817248,1.73179366576099,0.188181991875393,0.999703132653124,"Gm7287",0.725421938843632,FALSE
"ENSMUSG00000029234",-0.455328023478188,3.77951612428822,1.73169102931786,0.188195081492644,0.999703132653124,"Tmem165",0.725391731113422,FALSE
"ENSMUSG00000105434",0.579125044020877,1.85974428322835,1.73149970114589,0.188219485133507,0.999703132653124,"Gm43359",0.725335418911293,FALSE
"ENSMUSG00000022043",-0.278604878767611,8.60099687068447,1.73106480313173,0.188274969469151,0.999703132653124,"Trim35",0.725207414152221,FALSE
"ENSMUSG00000114083",1.69284690734272,-2.06171163129797,1.73086449071025,0.188300531752886,0.999703132653124,"Gm47860",0.725148453552013,FALSE
"ENSMUSG00000086765",1.27028628832829,-1.29004288877048,1.73071482515919,0.188319633521086,0.999703132653124,"Gm11827",0.725104399657421,FALSE
"ENSMUSG00000090862",0.326936690610593,4.98616300871257,1.72941845085886,0.18848518378975,0.999703132653124,"Rps13",0.724722782600094,FALSE
"ENSMUSG00000064193",1.22119334322276,-1.95506140730283,1.7291978452801,0.188513372543152,0.999703132653124,"Gm4735",0.724657836886795,FALSE
"ENSMUSG00000045776",-1.50876787144405,-1.83298948356045,1.72809085955918,0.188654896161837,0.999703132653124,"Lrtm1",0.724331919069002,FALSE
"ENSMUSG00000030256",-0.366820057580182,7.94848445028686,1.72767098503321,0.188708607764988,0.999703132653124,"Bhlhe41",0.724208289450463,FALSE
"ENSMUSG00000020790",0.253297874581127,5.7697271148355,1.7271274896081,0.188778159764954,0.999703132653124,"Ankfy1",0.724048251786998,FALSE
"ENSMUSG00000056938",0.448368608488597,4.28513585772667,1.72663169797188,0.188841633067794,0.999703132653124,"Acbd4",0.723902252525549,FALSE
"ENSMUSG00000024205",0.798003462357586,-0.403098540158692,1.72660259512344,0.188845359707347,0.999703132653124,"Rpl36-ps2",0.723893682153653,FALSE
"ENSMUSG00000056091",0.439736506680779,5.23845014382136,1.72610965059855,0.188908494600947,0.999703132653124,"St3gal5",0.723748512827921,FALSE
"ENSMUSG00000053040",-0.620704144758456,1.95250026941564,1.72585414024706,0.188941229291641,0.999703132653124,"Aph1c",0.723673263358771,FALSE
"ENSMUSG00000021180",-0.304653950931575,5.69774045520935,1.72547463577738,0.188989861672785,0.999703132653124,"Rps6ka5",0.723561492851427,FALSE
"ENSMUSG00000071203",-2.1246135855704,-2.26149074992819,1.72477016080042,0.189080176721062,0.999703132653124,"Naip5",0.723354000461856,FALSE
"ENSMUSG00000054428",0.284906508072245,5.53279056338777,1.72409640353744,0.189166600729321,0.999703132653124,"Atp5if1",0.723155540235456,FALSE
"ENSMUSG00000079421",2.04628790379526,-1.27990999211092,1.72360810456523,0.189229264438515,0.999703132653124,"4930402F06Rik",0.723011698793874,FALSE
"ENSMUSG00000090112",-0.356440842975063,4.74470462607682,1.723541910209,0.189237761062072,0.999703132653124,"Shprh",0.722992198882507,FALSE
"ENSMUSG00000031822",-0.468048720832889,3.29913374545186,1.72348478100793,0.189245094451084,0.999703132653124,"Gse1",0.722975369320291,FALSE
"ENSMUSG00000033427",-1.07665652498088,-1.58037988819526,1.72265934544375,0.189351088427986,0.999703132653124,"Upb1",0.722732194124303,FALSE
"ENSMUSG00000065676",1.20884837216005,-1.96863233709818,1.72166693995949,0.189478614538907,0.999703132653124,"Snord42b",0.722439799478742,FALSE
"ENSMUSG00000028444",-0.437176599842479,7.02106550498735,1.72096968673262,0.189568272836524,0.999703132653124,"Cntfr",0.722234346771254,FALSE
"ENSMUSG00000079484",0.796285758072242,0.347690977411934,1.72082702879196,0.189586623005854,0.999703132653124,"Phyhd1",0.722192309190435,FALSE
"ENSMUSG00000080966",1.04197404463105,-1.30633594071446,1.72034369947163,0.189648809308198,0.999703132653124,"Gm6263",0.722049879628749,FALSE
"ENSMUSG00000020719",0.299177350258427,8.70733587812027,1.7203322934035,0.189650277127137,0.999703132653124,"Ddx5",0.722046518346382,FALSE
"ENSMUSG00000062561",-0.773565158006845,0.802714330949526,1.71963323948778,0.189740261933332,0.999703132653124,"Gm10118",0.721840504218485,FALSE
"ENSMUSG00000026219",-0.282329220302698,6.3005930084219,1.71957267999795,0.189748059716301,0.999703132653124,"Trip12",0.721822656322137,FALSE
"ENSMUSG00000036840",-0.501180653701028,3.20843738263643,1.71950650188562,0.189756581393387,0.999703132653124,"Siah1a",0.721803152384979,FALSE
"ENSMUSG00000031255",1.15547832864502,1.38823903452148,1.71882147173673,0.189844818120186,0.999703132653124,"Sytl4",0.721601252580136,FALSE
"ENSMUSG00000079884",-0.67707659870203,0.538704196398462,1.71851358328413,0.189884491903833,0.999703132653124,"Tmed2b",0.721510503170374,FALSE
"ENSMUSG00000027863",-1.13934938533281,-1.10792722790973,1.71849495331268,0.189886892828244,0.999703132653124,"Cd2",0.721505011928723,FALSE
"ENSMUSG00000031904",0.588443284220079,3.01283852765267,1.71767189308121,0.189992999451736,0.999703132653124,"Slc7a6",0.721262400918185,FALSE
"ENSMUSG00000042742",-0.452052086827753,3.63843136747881,1.71733233593143,0.190036794343895,0.999703132653124,"Bmt2",0.721162304134223,FALSE
"ENSMUSG00000058498",1.68751918257859,-1.68881411223012,1.71719461774253,0.190054560107385,0.999703132653124,"Rnf207",0.721121705615126,FALSE
"ENSMUSG00000084938",2.07506036902916,-2.12097839040396,1.71680628364139,0.190104665962947,0.999703132653124,"BB557941",0.721007223602245,FALSE
"ENSMUSG00000074517",2.07506036902916,-2.12097839040396,1.71680628364139,0.190104665962947,0.999703132653124,"Gm10710",0.721007223602245,FALSE
"ENSMUSG00000010936",-0.458640224109532,4.43988910685272,1.71679509551408,0.190106109769449,0.999703132653124,"Vac14",0.721003925235989,FALSE
"ENSMUSG00000083325",-1.22298451857272,-1.4331730685058,1.71634932326284,0.190163646229944,0.999703132653124,"Gm14121",0.720872503964128,FALSE
"ENSMUSG00000031299",0.238304882435808,6.693491910596,1.71539386308152,0.19028703723369,0.999703132653124,"Pdha1",0.72059079578879,FALSE
"ENSMUSG00000045598",-0.336762775514226,4.77411666690131,1.71517867689198,0.19031483990178,0.999703132653124,"Zfp553",0.72052734604731,FALSE
"ENSMUSG00000012405",0.331664926961471,5.94269128887529,1.71500106149981,0.190337791883612,0.999703132653124,"Rpl15",0.720474973263107,FALSE
"ENSMUSG00000117900",-0.525446512835343,2.97892203629581,1.71488318885702,0.190353025513568,0.999703132653124,"Gm50323",0.720440216021113,FALSE
"ENSMUSG00000073640",0.62118503515389,0.532057715422613,1.71446185337707,0.190407489709842,0.999703132653124,"Rpl27-ps3",0.720315972570866,FALSE
"ENSMUSG00000024084",0.526243822526339,5.29357757081558,1.71426998515869,0.190432297696382,0.999703132653124,"Qpct",0.720259392496868,FALSE
"ENSMUSG00000026944",-0.256745954573757,9.06292587430956,1.71424794186269,0.190435148069933,0.999703132653124,"Abca2",0.720252892064665,FALSE
"ENSMUSG00000025916",1.99480654371536,0.926230775820683,1.71239770265238,0.190674576143839,0.999703132653124,"Ppp1r42",0.719707210344238,FALSE
"ENSMUSG00000040747",-0.548144819556034,3.48011617756629,1.71236735167846,0.190678506601861,0.999703132653124,"Cd53",0.71969825813534,FALSE
"ENSMUSG00000102179",-1.46885221735137,-0.824071855221924,1.71212670679255,0.190709673513835,0.999703132653124,"Gm37868",0.719627277341367,FALSE
"ENSMUSG00000026843",-0.360530769391225,6.47086037286837,1.71211770409579,0.19071083960551,0.999703132653124,"Fubp3",0.71962462186185,FALSE
"ENSMUSG00000031023",0.473946389887015,3.7703600171208,1.71203181028359,0.190721965585444,0.999703132653124,"Akip1",0.71959928606678,FALSE
"ENSMUSG00000020349",-0.258140402567738,6.34606620863984,1.7116737098745,0.190768359132419,0.999703132653124,"Ppp2ca",0.719493655804408,FALSE
"ENSMUSG00000055323",-0.871223633532831,-0.618765461901566,1.71125148692992,0.190823076955514,0.999703132653124,"Gm9967",0.719369105583686,FALSE
"ENSMUSG00000018381",1.46853072198902,-1.35259420095083,1.71075911284533,0.190886909109274,0.999703132653124,"Abi3",0.719223854196946,FALSE
"ENSMUSG00000003476",-2.20013014378705,-2.09112802036498,1.7106145285603,0.190905657974182,0.999703132653124,"Crhr2",0.719181199995266,FALSE
"ENSMUSG00000086841",0.473222116968153,3.13334531226432,1.7104181546845,0.190931126057395,0.999703132653124,"2410006H16Rik",0.719123266090086,FALSE
"ENSMUSG00000074912",-1.81913504350896,-2.28123947141713,1.70933217893875,0.191072039794045,0.999703132653124,"Gm14207",0.718802860048996,FALSE
"ENSMUSG00000073924",-1.81913504350896,-2.28123947141713,1.70933217893875,0.191072039794045,0.999703132653124,"Or52p1",0.718802860048996,FALSE
"ENSMUSG00000086211",2.1028662490484,-2.06935133189762,1.70870891978297,0.191152967270693,0.999703132653124,"Gm12462",0.718618956032155,FALSE
"ENSMUSG00000042215",0.830874641341655,2.9116788003058,1.70865446367237,0.191160040057826,0.999703132653124,"Bag2",0.718602887144282,FALSE
"ENSMUSG00000045514",-2.10924264524057,-2.18502420807311,1.7084458008922,0.191187144111303,0.999703132653124,"Or9a4",0.718541314095653,FALSE
"ENSMUSG00000036644",0.324121352433337,7.7053925363934,1.7080205117446,0.191242400522992,0.999703132653124,"Tbc1d9b",0.71841581356783,FALSE
"ENSMUSG00000018470",0.677938208108685,2.01348614849273,1.7079238832811,0.19125495773686,0.999703132653124,"Kcnab3",0.71838729818818,FALSE
"ENSMUSG00000020178",-0.509919817517947,3.06178844527959,1.70766691968327,0.191288355754646,0.999703132653124,"Adora2a",0.71831146586093,FALSE
"ENSMUSG00000033450",-0.782956471522065,0.849702280839554,1.70697341103014,0.191378526281832,0.999703132653124,"Tagap",0.718106794043481,FALSE
"ENSMUSG00000035365",-1.13508926619333,-1.63114214079933,1.70691413335606,0.191386235910877,0.999703132653124,"Parpbp",0.71808929896722,FALSE
"ENSMUSG00000114206",2.7934067904188,-1.2052040751253,1.70660411111781,0.191426563175392,0.999703132653124,"Gm30551",0.717997797802392,FALSE
"ENSMUSG00000085982",-0.856668832541329,-0.494924323957351,1.70611510304456,0.191490192825733,0.999703132653124,"9530051G07Rik",0.717853463526861,FALSE
"ENSMUSG00000033114",0.901056794057196,0.20897900490236,1.70600427606589,0.191504617044298,0.999703132653124,"Slc35d2",0.717820751028571,FALSE
"ENSMUSG00000034427",2.58017093747611,-1.99583481762956,1.70594050223716,0.191512917833032,0.999703132653124,"Myo15b",0.717801926894349,FALSE
"ENSMUSG00000046404",-0.331427425446591,5.77231106507359,1.70577299564394,0.191534722457263,0.999703132653124,"Yod1",0.717752483289963,FALSE
"ENSMUSG00000115771",-1.53960737695294,-2.1011079161085,1.70539071567543,0.191584495355682,0.999703132653124,"Gm49312",0.717639640632908,FALSE
"ENSMUSG00000014905",0.248684049521357,5.74983192957043,1.70516362125307,0.191614070223574,0.999703132653124,"Dnajb9",0.717572603837327,FALSE
"ENSMUSG00000028271",0.370218092353945,4.3502759750318,1.70485200345877,0.191654661376559,0.999703132653124,"Gtf2b",0.717480613479815,FALSE
"ENSMUSG00000042371",1.84945335033093,-1.9019884012346,1.70379768655361,0.191792070518233,0.999703132653124,"Slc5a10",0.717169352334092,FALSE
"ENSMUSG00000034880",0.339683965557449,4.58550203059882,1.70337223153487,0.19184755263824,0.999703132653124,"Mrpl34",0.717043736640214,FALSE
"ENSMUSG00000112132",1.94797840441942,-2.27632475554759,1.70312032059277,0.191880412304279,0.999703132653124,"Gm36229",0.716969357012057,FALSE
"ENSMUSG00000041566",1.94797840441942,-2.27632475554759,1.70312032059277,0.191880412304279,0.999703132653124,"Tssk1",0.716969357012057,FALSE
"ENSMUSG00000089809",0.502030211239768,3.78231205715094,1.70290037842414,0.191909107284324,0.999703132653124,"Rasgef1b",0.71690441479306,FALSE
"ENSMUSG00000022126",-2.01923944900548,-1.91151604651839,1.70271316517813,0.19193353619846,0.999703132653124,"Acod1",0.716849135147597,FALSE
"ENSMUSG00000018999",0.253546277670207,5.13032322232954,1.70270061887436,0.19193517345907,0.999703132653124,"Slc35b4",0.716845430478628,FALSE
"ENSMUSG00000108640",-1.38123485647908,-1.40087036270391,1.70182133742777,0.192049958062939,0.999703132653124,"Gm44508",0.716585783333671,FALSE
"ENSMUSG00000112052",1.91242521225906,-2.25287425249883,1.70120021629215,0.192131089777951,0.999703132653124,"Gm17917",0.716402353896645,FALSE
"ENSMUSG00000054191",1.5406638933414,-1.66173520731578,1.70016276973637,0.192266691756993,0.999703132653124,"Klf1",0.716095946333934,FALSE
"ENSMUSG00000023904",0.315721882771486,5.84562344887873,1.70004271390759,0.19228239115908,0.999703132653124,"Hcfc1r1",0.716060485769847,FALSE
"ENSMUSG00000032750",0.683135270895573,1.38400303769776,1.69974218895195,0.192321696623347,0.999703132653124,"Gab3",0.715971718401839,FALSE
"ENSMUSG00000022307",-0.289082520167356,7.40958864998224,1.69953502623919,0.19234879676293,0.999703132653124,"Oxr1",0.71591052607593,FALSE
"ENSMUSG00000068397",0.730061328706894,0.911538741746486,1.69946356986809,0.192358145413871,0.999703132653124,"Gm10240",0.71588941874943,FALSE
"ENSMUSG00000020100",-0.250904845135819,6.01749117935504,1.69941323318461,0.192364731290484,0.999703132653124,"Slc29a3",0.715874549813658,FALSE
"ENSMUSG00000107529",-0.750298490155804,-0.499422175115657,1.69925473690395,0.192385470112467,0.999703132653124,"Gm44291",0.715827731093751,FALSE
"ENSMUSG00000045008",0.717305098013574,0.234353242831015,1.69852789084055,0.192480609457377,0.999703132653124,"ENSMUSG00000045008",0.715613014881846,FALSE
"ENSMUSG00000030161",0.24497701868377,7.38811835598942,1.69775075762574,0.192582391840973,0.999703132653124,"Gabarapl1",0.715383423732182,FALSE
"ENSMUSG00000016529",1.67928266631867,-1.60561767886731,1.69773272152358,0.192584754804426,0.999703132653124,"Il10",0.715378095022309,FALSE
"ENSMUSG00000038085",0.556301700897271,2.13906316415739,1.69760267212267,0.192601793966076,0.999703132653124,"Cnbd2",0.715339672009309,FALSE
"ENSMUSG00000025571",-0.341012661442522,6.21637170856193,1.69700687511078,0.192679878213114,0.999703132653124,"Tnrc6c",0.71516363686139,FALSE
"ENSMUSG00000023341",0.782482848093746,0.701217701882628,1.69594812557611,0.19281872756407,0.999703132653124,"Mx2",0.714850787431378,FALSE
"ENSMUSG00000021214",-1.58434264507527,-1.58232110334473,1.69546952063409,0.192881532404365,0.999703132653124,"Akr1c18",0.714709352235974,FALSE
"ENSMUSG00000033335",-0.268231731962364,7.82759810836942,1.69514533266975,0.192924087482495,0.999703132653124,"Dnm2",0.71461354525582,FALSE
"ENSMUSG00000091996",1.32608524551515,-0.819983439016836,1.69450032962285,0.193008787516266,0.999703132653124,"Smim35",0.714422917505466,FALSE
"ENSMUSG00000029840",0.266442377806638,6.76935230281928,1.69424548803314,0.193042264588591,0.999703132653124,"Mtpn",0.714347596338805,FALSE
"ENSMUSG00000022889",0.378749400206491,4.27146637598408,1.69388158384105,0.193090080347849,0.999703132653124,"Mrpl39",0.714240036737689,FALSE
"ENSMUSG00000104263",-2.16316900074594,-1.88977710704847,1.69378848844511,0.193102314985419,0.999703132653124,"9430062P05Rik",0.714212519698769,FALSE
"ENSMUSG00000108425",1.93233541579579,-2.20793607197164,1.69364445595181,0.193121245583295,0.999703132653124,"Gm44706",0.71416994614789,FALSE
"ENSMUSG00000028986",0.270085858056983,5.06070924861201,1.69358669838647,0.193128837432521,0.999703132653124,"Klhl7",0.714152873798281,FALSE
"ENSMUSG00000030002",0.363783868777616,5.34532186554499,1.69348801387672,0.193141809664283,0.999703132653124,"Dusp11",0.714123703739844,FALSE
"ENSMUSG00000038704",1.03812283918899,-0.719088353208287,1.69338046638414,0.193155948108222,0.999703132653124,"Aspdh",0.714091913505163,FALSE
"ENSMUSG00000029348",-0.472801529810798,3.93899452468497,1.69257375158604,0.193262039280358,0.999703132653124,"Asphd2",0.713853442143586,FALSE
"ENSMUSG00000067724",1.77782445115781,-2.30327066210124,1.69247412124121,0.193275146403712,0.999703132653124,"Gbx1",0.71382398908417,FALSE
"ENSMUSG00000097442",1.77782445115781,-2.30327066210124,1.69247412124121,0.193275146403712,0.999703132653124,"Gm26632",0.71382398908417,FALSE
"ENSMUSG00000000693",0.53441754809988,2.96465762833406,1.6921279536301,0.19332069543941,0.999703132653124,"Loxl3",0.713721651227368,FALSE
"ENSMUSG00000028138",0.258523987111398,6.56599141738439,1.6919113665094,0.193349200540865,0.999703132653124,"Adh5",0.713657619305467,FALSE
"ENSMUSG00000026156",0.683083215148855,2.37477214551248,1.69178807823688,0.193365428744247,0.999703132653124,"B3gat2",0.713621169589576,FALSE
"ENSMUSG00000054594",1.05169263348136,-1.36288485422108,1.69161296274734,0.193388481602866,0.999703132653124,"Oscar",0.713569396464421,FALSE
"ENSMUSG00000099893",-0.87167745156825,-0.657925109577769,1.69147061909712,0.193407222620353,0.999703132653124,"Gm29245",0.713527311609821,FALSE
"ENSMUSG00000054488",1.9778684341149,-1.44611911401343,1.68985294125139,0.193620355883161,0.999703132653124,"Gm9946",0.713048985958393,FALSE
"ENSMUSG00000039982",-0.400316676634544,4.67435620426598,1.68846374519486,0.193803605206987,0.999703132653124,"Dtx4",0.712638148302087,FALSE
